Irradiance (W/m²),Module temperature (°C),Efficiency
372.07,27.519,0.06983699832962598
412.43,18.439,0.0882803113713785
772.74,56.403,0.07179043649617234
202.4,3.8754,0.06913310477338658
71.31,24.336,0.07003968070627578
184.16,37.337,0.07255083329042693
349.82,27.289,0.06265018232217134
196.64,21.452,0.07896018211633016
981.82,53.705,0.08687571209107052
238.81,7.0722,0.09294600716812242
909.87,30.018,0.09500271031919597
140.86,16.063,0.08805067491689643
160.9,18.781,0.056751844228885545
629.93,9.5441,0.059645225054081326
39.18,14.59,0.05510182106578985
949.28,43.201,0.08205665013705679
27.931,1.1546,0.04577024166607478
320.09,18.63,0.08447168369826365
985.35,22.121,0.0896347403257978
174.31,15.408,0.058438929761137653
327.48,29.563,0.0759798759123596
259.0,18.393,0.07936419042925466
768.45,35.828,0.09172990651819099
951.66,54.439,0.08054675922619964
511.24,28.332,0.09012970681816243
235.73,26.387,0.09086586079809325
722.75,51.734,0.08836030707070243
453.89,19.953,0.0827821152830936
633.06,33.396,0.09210291629907397
131.25,8.2759,0.08469046632328854
35.587,25.155,0.06301513712983309
918.27,35.427,0.09657071906747872
586.94,36.828,0.0839364235288542
718.85,39.981,0.085634313520689
981.24,54.464,0.08041365760582747
865.25,39.159,0.09299718023089083
989.6400000000002,42.111,0.08697650133627227
778.23,34.016,0.09110752715502267
1046.8,38.55,0.0811266067557576
231.33,22.78,0.08615202645635754
48.179,31.15,0.07142173491077147
860.89,31.965,0.0808702500395737
577.36,18.38,0.09758323192907845
181.55,40.239,0.08345504812304323
827.14,33.49,0.0860989842109542
415.48,45.156,0.08110491967488928
35.006,29.735,0.08734752687828852
715.15,26.518,0.09782709129992495
1164.5,35.003,0.07738959411389253
345.75,26.121,0.07960495975792728
867.9199999999998,39.295,0.0855726369558507
279.32,13.937,0.07951345221261107
693.73,33.993,0.09427286857368672
406.87,35.36,0.08647785922043767
274.42,19.156,0.08613427021291305
340.74,16.227,0.0868201314410865
645.19,26.481,0.09501790183183927
220.79,15.252,0.09023469147174051
928.34,51.798,0.08004698322931954
324.22,35.074,0.07776897203356595
1090.6,56.372,0.08540753904309357
77.77299999999998,16.957,0.06630600902562934
1056.5,53.0,0.08853290927495
684.63,42.692,0.08466765611457142
212.34,16.525,0.07185732707996204
798.73,35.253,0.08531882531774478
234.39,35.7,0.08106678299263803
40.143,13.09,0.04707579850852102
633.74,29.546,0.0830570139330737
1004.5,30.165,0.0955418808482426
918.33,42.742,0.0891860185728135
557.69,47.622,0.0741841102183711
198.52,11.592,0.06436774276350339
218.41,26.477,0.07232696890287571
57.711,11.601,0.04718913122155329
712.67,46.224,0.08047112639241684
630.44,40.872,0.08166432837295329
162.17,18.004,0.08090132529904652
369.19,25.263,0.07704055518680265
79.001,11.193,0.04986009163234427
246.4,9.3708,0.08752307576385489
882.94,36.019,0.09630448460949856
909.84,39.649,0.08666948778176946
815.22,46.949,0.08760598571969358
459.54,12.521,0.09482626286532664
968.07,50.861,0.07646643870059863
561.04,41.454,0.09025627558411002
810.83,42.297,0.07894577631893406
200.67,13.198,0.06717240303417038
665.06,26.534,0.09560878434806581
759.7999999999998,41.321,0.0943439758341536
1029.2,46.108,0.09021286273390555
62.618,5.4721,0.058999094583028565
1110.7,40.199,0.09292124368652126
533.92,22.814,0.08880668479757226
150.38,23.758,0.05802126807143136
147.06,23.189,0.04783520786951815
209.95,35.18,0.09043654642378789
473.36,19.763,0.08622699659140279
138.2,32.259,0.0838619561312548
150.29,15.36,0.08823389023519856
1124.1,30.878,0.08792778109765062
487.63,16.979,0.07533753482202317
760.22,54.797,0.07608764374628703
997.49,34.06,0.09420246559436088
367.81,24.031,0.0822466481612084
1096.4,37.592,0.08956713702517057
443.84,22.127,0.08503753251956853
883.0399999999998,39.831,0.09016717068347023
627.37,15.538,0.08966182581279637
966.77,32.972,0.08750797282122563
529.13,36.111,0.07737838376625382
347.03,27.508,0.08391377335535638
403.19,18.114,0.08175990014651803
74.98,7.2783,0.05636867165129931
652.08,31.94,0.09023120022749224
1058.4,32.838,0.08324460695545888
523.32,33.383,0.09399802890652016
1100.1,39.291,0.08531794174760063
1013.8,53.57,0.0816253317153248
859.1699999999998,43.629,0.09101199795650852
149.66,4.419,0.08465659334801653
172.9,9.8048,0.0546490393154297
1021.7,52.49,0.07578521629743558
550.65,21.088,0.08049109275181661
856.5599999999998,40.61,0.09159799598939326
112.08,7.548199999999999,0.07852126226811529
456.69,57.03,0.07751592099539438
706.66,36.907,0.08563131554850073
154.12,14.088,0.07519396245507697
137.79,22.148,0.08394306344420345
161.31,24.715,0.08115280138889777
107.78,38.551,0.06364286600300208
1016.1,49.412,0.08954873368440712
1153.0,47.674,0.08486842554549673
607.8,16.856,0.09001505091907157
335.95,10.378,0.09377937274451092
328.8,16.609,0.09166185191123104
517.65,35.533,0.08574085706992403
405.66,34.033,0.06904579520138159
288.66,40.857,0.08375439521065785
221.73,17.988,0.08056303061882984
455.87,25.267,0.0960696593119775
432.77,28.773,0.07474475018295246
1036.6,59.23,0.07652772192939414
918.27,42.744,0.08245743966436536
304.05,7.1131,0.09188021388012761
701.61,38.868,0.08355656184133901
261.52,-13.582,0.06760819498036093
781.37,28.975,0.09634750520886091
1205.0,37.615,0.08511984702501836
534.44,15.011,0.08317748959346985
655.29,31.635,0.0937772672082996
800.6599999999999,44.361,0.08665975311354458
35.024,16.539,0.04435535246969126
29.76,31.478,0.055816054614565375
591.55,20.467,0.05540383750248659
134.88,12.596,0.0843653323068649
468.83,26.035,0.08702656202676953
566.19,23.958,0.09941323573708637
85.78,14.918,0.06645147133295334
1112.9,55.665,0.08021068673716295
433.13,23.416,0.09103445961048631
808.9,30.346,0.09917844666030733
124.43,0.57579,0.0833173494092032
472.69,45.35,0.0922899443089199
1017.5,36.165,0.09164120229184465
633.48,31.642,0.09067588448533692
120.85,19.596,0.04948372155307559
609.78,21.186,0.09822487730963333
79.778,22.205,0.05297855298972677
412.06,34.477,0.0857869185217777
1146.3,54.933,0.07920400051785564
339.54,33.029,0.07782890291028052
945.86,44.691,0.09281620046490646
158.65,19.979,0.0795825845636796
107.28,26.121,0.08016482927270968
880.33,49.793,0.08338243764774399
242.33,-1.3527,0.07088250791643615
267.09,29.213,0.07621241519452561
966.41,43.289,0.08393928862878736
516.82,15.217,0.08773407936221528
1056.2,45.784,0.0907945686171124
250.91,31.336,0.06183212129811846
47.501,33.192,0.06338340180034861
276.16,22.216,0.07648856930329583
67.224,10.428,0.06382037792730766
747.2999999999998,39.88,0.08374061526870406
437.19,25.199,0.07615792401814296
397.17,27.737,0.08166564185499686
909.54,49.303,0.08283061089496054
371.18,43.76,0.08769871745817436
397.28,29.299,0.08748257316766028
873.99,43.259,0.09213832363871392
236.87,20.667,0.07359063274629894
745.9199999999998,26.268,0.09850742341417852
1241.6,29.835,0.048276677874571156
659.68,40.441,0.09061269606512305
89.182,-6.6128,0.056297471396400255
870.0599999999998,40.237,0.08912028102839159
952.33,43.025,0.08783395730154779
84.23699999999998,32.409,0.07655368933942573
154.07,10.561,0.0633884991162972
659.66,40.343,0.09032896789601857
217.65,27.797,0.08672679925310761
682.52,29.408,0.09144823701171877
1044.4,49.111,0.08987605912884426
213.95,3.0056,0.07599251813059413
619.36,22.576,0.09568183319428272
204.12,30.116,0.07511244330326154
1121.9,33.303,0.09102579555499933
417.86,26.183,0.07919101706802063
23.395,23.58,0.05482520723086912
761.9099999999999,53.822,0.09286866322707006
261.42,25.361,0.07657816313422028
194.65,36.38,0.0958546208465597
821.49,54.316,0.06904963006860211
1165.8,39.541,0.08433474623538353
173.76,34.185,0.05243238168942172
219.2,37.611,0.0838939624479326
659.94,21.619,0.09117607936352977
421.15,30.276,0.09176224454787744
842.12,28.373,0.09849237087169874
284.8,41.23,0.08541921799987892
356.2,24.856,0.08018749274296327
199.87,5.7146,0.0812048759999014
606.01,46.935,0.09032743459109918
576.15,37.214,0.08735263755988629
1064.2,54.443,0.08890482572901762
312.93,24.213,0.09113493815104697
534.68,28.68,0.09238690540946895
192.6,18.607,0.0886897253927863
506.29,13.29,0.09764276876381241
94.026,29.641,0.07520117990483786
671.8,34.312,0.08766645195031823
421.03,29.411,0.07661829146151253
101.09,19.346,0.0764358094777698
387.1,30.811,0.0956949478107851
253.03,5.6358,0.09480455356012604
1020.8,31.189,0.08623775084540765
674.59,22.105,0.09087314302257005
702.62,26.895,0.08717357375897303
292.36,31.06,0.05229744457227823
929.72,39.864,0.09647794177442995
676.2,46.035,0.0832594519996867
1029.6,33.207,0.09278606460537667
248.8,16.142,0.09121612167746251
335.47,48.518,0.07466437689322342
230.39,42.13,0.05643505407963618
652.16,46.429,0.07203960840182412
318.23,21.134,0.09072926022809626
799.71,43.959,0.08087784702186619
342.56,17.26,0.09060518563525882
846.64,30.546,0.08523099173940457
849.9199999999998,37.315,0.09691753441449182
559.45,25.735,0.09258101125531902
152.46,13.036,0.0834497688658861
195.07,19.064,0.077267257032133
133.87,18.946,0.07155410001061516
93.253,16.642,0.0780412402411953
525.61,22.434,0.09081784972861204
85.51,8.7252,0.048894124587207745
1048.0,37.366,0.09623445522503742
165.8,21.079,0.06749227770565248
54.951,9.6658,0.06407245401609088
286.4,12.651,0.08425324186725998
923.81,39.679,0.0787321275264517
705.07,33.296,0.09988632977990781
175.11,38.234,0.07263683619576948
1102.1,40.245,0.08276404692198781
752.4099999999999,36.445,0.09736030815261275
130.17,31.271,0.07995537475126172
646.76,46.478,0.08472209346383466
196.04,6.4795,0.09397424157878419
814.0,24.048,0.08725973458671346
153.98,19.46,0.08519359810508166
538.66,35.399,0.09217205489227316
431.41,29.067,0.08944542367569605
428.0,13.71,0.0879581395168693
420.2,20.468,0.07985659148752602
960.46,38.188,0.09063725758772913
355.66,13.508,0.07836565601063555
75.49599999999998,13.535,0.07123822995965877
972.16,51.395,0.08221680648517043
41.608,27.966,0.05950392242621582
107.04,32.391,0.06150510098203739
862.23,53.671,0.07893351879100646
598.86,18.896,0.09195119573715824
459.23,21.287,0.08667457271559063
214.03,38.202,0.0643077116645286
1178.0,31.919,0.09379725130641396
1117.6,52.858,0.08421930719459525
918.62,34.625,0.07953875713478323
588.46,20.543,0.09906236538736277
1072.5,47.067,0.07492747617074182
704.44,30.233,0.08581646228858536
440.12,41.676,0.08275066751753157
202.43,20.776,0.08755207322617434
392.38,39.156,0.09869742591392974
80.518,31.037,0.0738978067695468
615.19,30.885,0.08375877217626766
213.14,27.325,0.07243147193731556
341.56,34.137,0.07947251796649167
141.43,26.566,0.08823496920727919
1081.2,53.144,0.08927012226748716
200.23,25.845,0.09723173923961749
589.48,42.594,0.09239777267853233
453.28,20.943,0.08684500899571959
564.61,5.1825,0.08591431470694598
993.21,43.321,0.0919880468280161
912.69,40.448,0.08046329414009075
550.98,16.847,0.08974703055943554
906.11,42.184,0.08544835756395491
1198.4,39.087,0.09099022484461945
1040.5,45.832,0.08973498308159013
925.83,58.653,0.08733821525111825
37.941,-0.0606999999999999,0.04052794994929255
455.46,18.479,0.08589431697903718
939.82,30.961,0.09207219345412035
209.98,48.762,0.07379385726432533
766.89,49.679,0.0811032414239099
305.16,22.505,0.09523174733443726
435.95,22.532,0.09262820995746603
501.56,33.614,0.08721896675327805
184.9,38.915,0.08413503832786039
899.21,45.69,0.08906653076188951
121.02,15.31,0.07878878407688537
740.44,37.079,0.09500852787591064
361.15,39.39,0.09136215245549985
692.83,47.602,0.0826487020007952
1017.9,43.489,0.0838777836934374
1050.1,56.325,0.071093815271397
151.77,13.358,0.08812165091238212
161.98,16.701,0.06244727301549664
114.13,-3.837,0.061909465612915014
301.78,17.76,0.07661957205591899
468.8,38.528,0.08728318875714454
389.06,13.35,0.07844041369414533
572.03,44.798,0.08738916670643436
353.4,32.096,0.08735928829198379
227.37,8.0191,0.093700136706181
403.02,44.081,0.08689676819005321
45.661,21.853,0.04736068552845162
52.484,1.9012,0.05457981345045839
1108.5,31.529,0.08763237620010839
1049.6,43.348,0.09236048638977894
134.1,-1.741,0.060564930266796844
1038.9,29.806,0.09173207802875119
481.2,36.973,0.07119754144132692
965.07,37.161,0.0878854199827406
1123.3,34.131,0.08428631980936224
254.01,55.384,0.06739148158033335
224.94,3.6511,0.09249047432126395
30.41,23.969,0.049984103152754325
158.46,14.797,0.05469134409574877
656.87,46.214,0.07536526294931789
155.85,18.252,0.07834793914526451
704.12,46.494,0.08502322921400461
901.96,41.524,0.08334292549648795
1123.9,47.564,0.087301828150282
309.0,20.534,0.09446404789590367
279.98,19.501,0.08007498729928225
1116.5,46.686,0.07604725040453923
37.598,2.0717,0.05093692214143971
202.66,42.026,0.07996424184946103
1100.7,33.012,0.0896163316332887
123.36,1.8649,0.0666105235207262
1036.0,44.278,0.0821243361649495
384.13,13.051,0.088449127979784
955.01,25.598,0.08913231741556134
217.28,10.86,0.09299697209579676
158.93,30.067,0.061778664921121246
58.299,15.126,0.04279210350272326
53.974,27.284,0.046526676418052804
343.52,38.097,0.08264550946771591
788.73,40.329,0.08374608040879494
1070.0,40.945,0.08843840412717717
858.4299999999998,31.295,0.08618167654142114
25.307,16.333,0.04411962828746459
444.4,29.997,0.07809110790896744
49.522,20.932,0.05068261950178225
290.56,27.906,0.07713644064547578
471.7,41.207,0.08853534415949366
211.88,13.108,0.08627986613007496
51.343,21.188,0.0644971950629466
118.71,25.357,0.07835300065565305
646.18,34.438,0.0913051867561957
380.07,22.645,0.0851414691849412
137.19,33.83,0.06907333436704693
140.86,19.798,0.060677530055001073
817.9099999999999,43.661,0.08423418237672814
937.07,43.319,0.08457466670133339
528.39,40.687,0.07878556906444302
60.517,31.715,0.07752648214852596
546.97,43.276,0.08530436914555789
283.84,33.194,0.06879777006453676
275.58,27.089,0.08581381175886824
227.19,3.6109,0.07614242782051905
1101.0,28.583,0.08834224848525227
1024.8,55.172,0.06877672430721829
126.86,1.7735,0.062283499194644286
607.44,17.569,0.0887298370491852
565.28,35.051,0.09206752179351187
92.999,0.6355399999999999,0.0656504793239425
240.44,25.292,0.08973740158514475
641.1,35.053,0.09198213570839542
825.13,39.499,0.08338361320341797
145.3,0.5786299999999999,0.06395159963138414
1126.0,41.645,0.09313082849779798
97.077,42.731,0.046292201019214774
333.66,18.363,0.07842293830951594
1094.9,42.198,0.08422427350981192
482.3,22.728,0.09914332475303317
452.19,20.363,0.09827936239609403
128.53,8.468199999999998,0.08113679472065279
724.58,25.252,0.099571523075168
470.98,7.361799999999999,0.09699291688612453
119.46,28.238,0.06167274769894558
983.74,53.644,0.07334762618544714
92.284,7.2832,0.07569921949258315
859.84,52.784,0.08340683782223537
827.01,29.719,0.0963571840063972
729.12,44.8,0.0916454840428478
375.19,21.409,0.09400293131767237
1038.2,46.576,0.08286042588773981
497.97,46.248,0.08677584911025543
48.028,9.444400000000002,0.041311031060034704
500.33,21.413,0.08459729467072248
255.27,14.58,0.07946860617470908
492.74,46.998,0.07728799037280325
1025.3,44.358,0.09422610846535814
43.485,30.122,0.06609974210731692
304.08,41.851,0.08822410574659559
461.59,17.857,0.08429753524877662
815.36,51.977,0.07898900578434057
1005.9,52.33,0.08539752221116302
225.49,8.8488,0.08599038090588627
141.16,14.218,0.05882230672456752
607.98,36.232,0.0902801416393354
957.6,54.533,0.07715707974176357
512.03,25.795,0.07469840494721454
26.413,17.325,0.04449704523772648
832.12,40.353,0.090236315696043
1061.4,44.52,0.08770250896645118
243.7,22.573,0.07130369097357853
1041.0,43.787,0.08246239051758149
1054.9,41.764,0.09069431752526061
1080.6,48.903,0.08954979578427942
174.07,10.459,0.08449378166002117
972.73,49.612,0.08562551760397459
962.7,37.465,0.08257357064593034
262.34,20.756,0.09083033216844254
1104.2,40.54,0.0909986681602168
990.3900000000002,39.047,0.0793485319322753
896.74,50.203,0.0869992952600487
124.57,10.397,0.07786753277524167
1104.6,33.713,0.09443986601934914
150.44,4.1631,0.050107473114091194
254.71,25.201,0.06185658627431019
419.49,24.05,0.09717757942550115
230.9,23.359,0.07216576444504351
136.37,2.0509,0.051286569190661144
887.85,33.122,0.09749894982549916
1045.5,48.558,0.08313806353002222
291.47,16.536,0.0936419704050709
1003.4,55.14,0.07847582620251527
190.38,8.7209,0.06924881234107352
1072.4,34.079,0.08191053897567462
65.226,18.292,0.06073053861794236
800.7999999999998,23.959,0.09794184265796368
325.61,25.383,0.09066345721880319
922.41,56.12,0.08531768568034225
505.63,40.732,0.07832567822579668
1151.0,54.409,0.0798455225334247
92.859,7.0739,0.07243312049822634
610.28,25.747,0.08930157295879974
928.06,28.877,0.09733819119883956
743.37,11.752,0.08878597312746403
44.401,7.6959,0.042563155422261974
924.79,43.529,0.08791951320210344
108.31,1.4339,0.0740640889607783
125.1,15.287,0.051351210784377065
683.62,29.75,0.0848072957650075
1029.1,42.937,0.08526032528030258
502.57,41.331,0.08248196891269385
182.72,20.924,0.06601900244080698
469.37,42.172,0.05779497521702054
968.56,45.247,0.08028375661677574
491.4,18.724,0.0856303218507943
592.23,38.966,0.08704378001235633
356.39,37.628,0.07784466015737056
233.24,17.76,0.08827520114670699
267.96,23.162,0.0832462762811306
1044.9,47.834,0.08935711541429278
799.2,30.077,0.09649620611079376
994.85,59.16,0.07344579661926971
1188.3,41.213,0.09076616921044559
116.32,33.656,0.07744045749439506
661.81,19.49,0.08760588395787808
1098.5,41.251,0.08085470881911266
265.93,9.2863,0.07745495563903072
1088.2,52.462,0.08908432872147765
303.16,21.629,0.07839512488074912
432.38,36.516,0.09056552935058296
1053.2,48.442,0.09018751921206643
555.98,39.294,0.06699117266037426
72.244,5.2271,0.04986325179303835
84.42799999999998,5.3133,0.07949941716462121
406.17,44.023,0.0773460992863081
139.98,24.577,0.07804086866473793
106.92,15.924,0.08002388856097932
833.6699999999998,37.602,0.08368173340026164
402.03,39.771,0.08505735175995911
517.17,33.377,0.09522640274378585
1034.4,32.981,0.09252377156604356
436.91,47.213,0.07856098031931912
318.81,27.742,0.07518115472227306
774.45,35.752,0.08191688354317034
405.46,26.843,0.07617529221771391
1039.8,34.086,0.09584552227081193
347.62,17.578,0.09026390407348266
215.94,2.7462,0.083041746834482
1015.2,51.704,0.08214958572507663
131.56,5.6404,0.0883150795761834
816.33,23.446,0.08626643817493158
570.57,14.917,0.06221448845829939
374.57,25.009,0.07955191852481522
1059.5,45.084,0.08767985743417898
555.19,26.121,0.0821289683373367
882.62,30.273,0.08834320205704106
818.3099999999998,45.202,0.08534464379785733
312.0,32.535,0.0752494500940419
